Datetime,Temp,Humidity(%),Atmospheric_pressure(Pa),PM_1.0,PM_2.5,PM_10,CPU_temp
2022-12-16 23:59:20,32.66,53.94,100411.03,38.0,57.0,74.0,70.908
2022-12-16 23:59:30,32.72,54.47,100422.03,37.0,56.0,72.0,70.37
2022-12-16 23:59:40,32.74,53.9,100421.4,38.0,58.0,74.0,70.37
2022-12-16 23:59:50,32.74,54.68,100418.7,38.0,58.0,74.0,69.832
2022-12-16 00:00:00,32.73,54.81,100576.04,64.0,104.0,120.0,65.528
2022-12-16 00:00:10,32.72,54.81,100573.09,66.0,100.0,113.0,64.99
2022-12-16 00:00:20,32.74,55.82,100572.09,66.0,104.0,119.0,65.528
2022-12-16 00:00:30,32.75,55.83,100570.49,66.0,102.0,116.0,64.99
2022-12-16 00:00:40,32.4,54.94,100517.21,66.0,102.0,117.0,66.066
2022-12-16 00:00:50,32.25,55.76,100494.95,69.0,106.0,114.0,67.142
2022-12-16 00:01:00,32.19,54.71,100485.57,69.0,108.0,124.0,67.142
2022-12-16 00:01:10,32.21,55.13,100489.43,68.0,105.0,123.0,68.218
2022-12-16 00:01:20,32.33,55.35,100501.94,70.0,103.0,117.0,67.68
2022-12-16 00:01:30,32.17,55.15,100481.19,68.0,102.0,112.0,68.756
2022-12-16 00:01:40,32.54,54.89,100537.34,67.0,108.0,125.0,68.756
2022-12-16 00:01:50,32.14,55.06,100471.95,67.0,105.0,119.0,69.294
2022-12-16 00:02:00,32.37,55.44,100505.66,70.0,106.0,121.0,69.832
2022-12-16 00:02:10,32.35,55.09,100496.22,69.0,110.0,123.0,69.832
2022-12-16 00:02:20,32.32,55.14,100491.74,70.0,108.0,124.0,69.832
2022-12-16 00:02:30,32.26,54.97,100480.0,71.0,114.0,126.0,64.452
2022-12-16 00:02:40,32.37,55.28,100498.16,73.0,113.0,125.0,64.452
2022-12-16 00:02:50,32.32,55.2,100494.45,75.0,119.0,137.0,64.99
2022-12-16 00:03:00,32.5,54.5,100522.59,70.0,113.0,136.0,64.452
2022-12-16 00:03:10,32.55,55.74,100531.11,73.0,113.0,129.0,64.452
2022-12-16 00:03:20,32.14,55.56,100471.03,70.0,109.0,128.0,64.99
2022-12-16 00:03:30,32.55,54.79,100528.92,71.0,112.0,127.0,64.452
2022-12-16 00:03:40,32.82,55.35,100569.15,74.0,115.0,137.0,64.99
2022-12-16 00:03:50,32.8,55.21,100572.63,76.0,113.0,132.0,64.99
2022-12-16 00:04:00,32.41,55.58,100505.4,76.0,114.0,129.0,64.99
2022-12-16 00:04:10,32.31,55.63,100488.35,79.0,121.0,131.0,64.99
2022-12-16 00:04:20,32.66,55.5,100550.98,72.0,115.0,131.0,64.99
2022-12-16 00:04:30,32.77,55.8,100571.08,76.0,115.0,135.0,64.99
2022-12-16 00:04:40,32.73,54.74,100564.27,75.0,120.0,135.0,64.452
2022-12-16 00:04:50,32.53,55.02,100535.28,76.0,116.0,125.0,64.99
2022-12-16 00:05:00,32.69,55.98,100560.39,74.0,109.0,125.0,64.99
2022-12-16 00:05:10,32.73,55.74,100570.64,72.0,115.0,134.0,64.452
